id,name,address,phone,city_id,is_active
827,"Florie Wyllcocks","9687 Sunnyside Avenue",875-173-2940,7,1
828,"Sherie Witty","8579 Mccormick Terrace",767-441-1947,8,0
829,"Biron Prott","9 Evergreen Pass",281-301-7599,9,0
830,"Ashleigh Quartley","6514 West Point",138-717-3390,0,0
831,"Ricardo Abbotson","3038 Talisman Circle",622-282-7825,1,1
832,"Elton Buttrum","048 Kenwood Court",832-963-6819,2,1
833,"Phebe Chastand","319 Mitchell Plaza",742-744-5714,3,1
834,"Lib Mablestone","83036 Blaine Avenue",630-169-5925,4,1
835,"Martainn Paynter","4035 Summit Parkway",618-251-2971,5,1
836,"Shae Rowlson","405 Surrey Parkway",948-935-0398,6,0
837,"Heida Staniland","63 Milwaukee Trail",758-671-4804,7,0
838,"Dona Trowsdall","920 Buena Vista Street",997-434-6431,8,1
839,"Mauricio Standish","88698 Badeau Parkway",828-589-1708,9,0
840,"Edi Vanyushin","89 Lake View Point",475-470-5469,0,0
841,"Simone Stroder","29375 Melby Drive",770-898-7436,1,0
842,"Newton Cranna","9555 Summer Ridge Parkway",567-799-2249,2,0
843,"Adams Rivelon","38 La Follette Avenue",303-614-6665,3,1
844,"Marlow Kleen","4904 Golf Course Lane",622-249-6351,4,1
845,"Demetra Mart","60 Michigan Alley",280-911-7638,5,1
846,"Uri Aubin","45 Quincy Circle",306-242-4972,6,0
847,"Cosimo Parramore","0857 Emmet Court",228-413-9188,7,0
848,"Janenna Lujan","726 Claremont Place",512-658-7397,8,0
849,"Tova Odom","298 Sauthoff Park",507-277-0132,9,0
850,"Norina Merman","406 Sunfield Center",362-678-2764,0,1
851,"Lewes Bestar","2930 Stone Corner Road",804-919-6882,1,1
852,"Torrance Haldon","2937 Hudson Street",816-686-6341,2,1
853,"Rand Stowte","37 Goodland Pass",474-412-3235,3,0
854,"Kacey Gillan","1 Killdeer Terrace",279-406-6295,4,1
855,"Felisha Haverty","45 Scott Place",868-834-3718,5,0
856,"Adrien Schubert","305 Sachtjen Pass",303-383-0733,6,0
857,"Arley Cabrer","9560 Merry Terrace",598-804-0609,7,1
858,"Grier Bateup","134 Melody Circle",260-869-6979,8,0
859,"Randa Eouzan","469 Tennyson Park",139-437-3100,9,0
860,"Claudian Renvoys","538 Butternut Drive",143-893-1660,0,1
861,"Dyane Bointon","1 Clove Place",675-519-8673,1,1
862,"Guglielmo Andreini","50597 Logan Road",957-681-9067,2,0
863,"Lorenzo Aynscombe","58 Artisan Parkway",163-806-5185,3,0
864,"Michell Sapwell","6 Hintze Terrace",938-171-1522,4,1
865,"Jarrad Grannell","658 North Court",699-828-4336,5,1
866,"Leland Apfelmann","0 Granby Hill",251-339-7669,6,0
867,"Isador Gresser","77833 Oakridge Terrace",471-706-4608,7,1
868,"Raddie Lindop","8 Oak Point",140-388-8273,8,1
869,"Rikki Brugman","0 Pearson Circle",974-503-9275,9,1
870,"Leonie Checcucci","1 Hooker Place",230-598-0636,0,1
871,"Tiffany Burbank","83460 Pond Hill",538-751-9109,1,0
872,"Hazel Brixey","224 Superior Point",871-921-8407,2,0
873,"Catlee L'Archer","34 David Circle",389-242-2248,3,1
874,"Ardith Lobbe","5 Esch Place",322-962-9411,4,1
875,"Bertine Doonican","333 Trailsway Alley",801-641-0606,5,1
876,"Julina Pioli","054 Bunker Hill Avenue",305-439-5118,6,0
877,"Matti Fidgett","67078 Glendale Drive",992-306-5895,7,0
878,"Lindi Petrasso","8844 Park Meadow Court",177-249-5351,8,1
879,"Stephan D'Errico","4 Crest Line Trail",860-330-4484,9,0
880,"Tybalt Basnall","8148 Mifflin Terrace",474-677-4846,0,0
881,"Federica Bryson","6163 American Park",874-307-3163,1,1
882,"Crissy Andell","24 Harbort Lane",120-624-5819,2,1
883,"Thorndike Lowing","0 Buell Crossing",194-767-1409,3,1
884,"Winnifred Frunks","7 Pierstorff Pass",817-541-9814,4,1
885,"Starlin Kingcott","6 Duke Court",861-907-6712,5,1
886,"Barrie McCloch","47 Towne Circle",463-148-0785,6,0
887,"Gianina Odom","64 Express Street",346-604-5232,7,0
888,"Wyatan Meachan","0984 Rockefeller Alley",949-140-1159,8,0
889,"Claudianus McKomb","3661 Hollow Ridge Circle",584-997-0157,9,1
890,"Brander Stainland","087 Anderson Center",976-834-0715,0,0
891,"Randee Godbert","3892 Loomis Hill",110-980-8775,1,0
892,"Lin Leavesley","3477 Crescent Oaks Crossing",468-977-1280,2,1
893,"Cherye Meadmore","86548 Miller Street",304-427-9497,3,1
894,"Nanci Foale","3 Hoffman Circle",273-600-5424,4,0
895,"Hervey Aveyard","025 Elka Road",407-660-1185,5,1
896,"Jareb Bezants","93457 Springs Plaza",774-279-8280,6,0
897,"Fielding Rosborough","850 Talmadge Hill",535-716-6668,7,1
898,"Sampson Bostick","662 Northport Terrace",406-517-6855,8,0
899,"Helenelizabeth Rilings","007 Mcbride Pass",317-694-6850,9,0
900,"Corina Dayton","5 Eastwood Point",888-275-3468,0,1
901,"Rufe Dockray","43 Elmside Court",389-302-9864,1,1
902,"Lorette Rosengart","46 Kipling Park",183-683-0473,2,0
903,"Faina Cheley","57 Chinook Center",434-959-6021,3,0
904,"Livy Brash","8 Grasskamp Road",237-569-2377,4,0
905,"Rodie Sloey","967 Dayton Park",514-732-8204,5,1
906,"Erin Neiland","573 Sauthoff Plaza",808-820-3266,6,1
907,"Willi Hornung","51744 Kropf Trail",412-945-6988,7,1
908,"Martainn Dunbobbin","134 Sutteridge Alley",465-749-2975,8,1
909,"Laughton Glusby","0394 Main Road",863-401-0487,9,1
910,"Jacques Chadderton","6 Spohn Way",749-500-1425,0,1
911,"Erny Jago","4186 Farwell Road",859-237-7921,1,0
912,"Wendie Pringle","967 Spenser Court",295-105-8296,2,0
913,"Ainslie Seeking","57 Nelson Street",129-948-9357,3,0
914,"Mattie Farady","0962 Shoshone Place",419-337-6216,4,0
915,"Avivah Plampin","4 Waubesa Terrace",775-972-2577,5,1
916,"Stesha Di Carli","0 Elgar Junction",281-211-6093,6,1
917,"Antonetta Gallop","009 Troy Center",209-415-7591,7,1
918,"Nels Kenna","9288 Crest Line Road",262-333-7730,8,0
919,"Yurik Ainslee","4 Algoma Road",981-519-2642,9,0
920,"Hashim Stoeckle","93640 Anhalt Pass",377-714-7687,0,1
921,"Samuele Rivallant","13 Crownhardt Park",548-933-0564,1,1
922,"Belvia Hesse","9157 Heffernan Junction",945-526-2430,2,0
923,"Meredith Fricke","72714 Mitchell Crossing",713-400-9289,3,0
924,"Lisle Ahrendsen","74 Vermont Crossing",688-316-4929,4,1
925,"Andreana Kiraly","663 Cardinal Plaza",725-443-2312,5,0
926,"Gael Follen","46 Del Mar Terrace",649-449-7379,6,0
927,"Wilhelmina Pittman","728 Mcbride Street",860-479-3689,7,0
928,"Johnathan Varnham","2 Burrows Trail",843-872-1106,8,0
929,"Karlens McQuie","44779 Express Parkway",719-130-4425,9,0
930,"Giorgi Fulks","367 South Terrace",542-357-6953,0,1
931,"Tami Code","500 Coleman Hill",305-568-0674,1,0
932,"Niall Carletto","22 Del Mar Terrace",524-857-4591,2,0
933,"Rachael Fortoun","9171 Kenwood Hill",931-212-6630,3,0
934,"Westley Siehard","56 Blackbird Park",674-397-6647,4,1
935,"Violante Spowart","1 1st Circle",377-416-8896,5,1
936,"Elaina Strang","003 Continental Way",818-592-2076,6,0
937,"Gloria Werndly","0 Laurel Road",790-321-9973,7,0
938,"Dee dee Anfosso","75 Walton Way",773-675-8616,8,1
939,"Alvira Gothup","3 Gateway Lane",191-444-0591,9,1
940,"Rob Medcalfe","615 Fisk Trail",339-441-0370,0,0
941,"Melba Boulter","62550 Buena Vista Way",866-168-3616,1,0
942,"Janet Compston","7 Kinsman Pass",902-803-0822,2,0
943,"Ardyce Pettis","03 Anderson Circle",119-498-3470,3,1
944,"Papagena Shercliff","069 Westridge Crossing",282-680-2471,4,0
945,"Ashlee Cisco","267 Dixon Lane",296-333-8216,5,1
946,"Robinia Cathery","52041 Oxford Court",568-809-3765,6,1
947,"Hussein Matthews","830 Portage Trail",730-721-4262,7,1
948,"Marmaduke Panner","59903 Everett Trail",104-237-8097,8,0
949,"Natty Krale","6 Pleasure Avenue",931-871-3080,9,0
950,"Frederich Ruggles","6 Upham Way",320-762-7026,0,1
951,"Frankie Mallall","7114 Crowley Place",688-720-8131,1,0
952,"Laurene Seabon","4599 Southridge Way",201-774-8202,2,1
953,"Sophey Hennington","4247 Toban Trail",950-763-7458,3,1
954,"Lona Ivakhin","7966 Clyde Gallagher Alley",689-203-8351,4,1
955,"Adham Hitter","9 Mayfield Terrace",259-887-9204,5,1
956,"Titus Colliver","66472 Blackbird Terrace",925-900-1759,6,0
957,"Ulrikaumeko Robken","8534 Lawn Court",694-886-0577,7,0
958,"Joyce Flips","6610 Lakewood Gardens Parkway",740-289-6152,8,0
959,"Marketa McVie","2597 Commercial Street",279-440-2425,9,0
960,"Mersey Scholig","03 Barby Plaza",448-444-7683,0,1
961,"Karrah McNevin","94000 Sundown Crossing",998-942-2394,1,1
962,"Maddie Ondrak","68 Butternut Place",669-780-8302,2,1
963,"Brooks Peirson","4528 Tomscot Alley",135-216-7870,3,0
964,"Mario Brimmicombe","7 Arizona Terrace",186-822-5555,4,0
965,"Izzy Mayow","888 Kim Point",697-684-3340,5,0
966,"Savina Chaffyn","8368 Montana Crossing",757-662-1858,6,0
967,"Charline Banham","666 Donald Place",901-795-2193,7,0
968,"Otho Varty","1391 Northfield Point",582-198-7501,8,1
969,"Garrek Loosmore","37535 Vera Way",256-100-1267,9,0
970,"Dulsea Marie","90388 Lake View Way",164-624-4013,0,1
971,"Roslyn Fellgatt","13725 Elmside Parkway",672-555-4598,1,1
972,"Guillaume Mizen","14032 Valley Edge Street",817-934-6392,2,0
973,"Sib Theodore","9391 Karstens Place",726-754-0095,3,0
974,"Trula Vials","1 High Crossing Court",158-862-8454,4,0
975,"Harry Feeny","4427 Commercial Terrace",541-517-3682,5,0
976,"Erica Scopyn","6 Melrose Parkway",760-282-9282,6,0
977,"Melamie Dabernott","79501 Mosinee Avenue",819-424-6625,7,0
978,"Liz Roe","777 Hooker Parkway",635-602-5414,8,0
979,"Janela Mustard","0210 Jay Plaza",658-248-2118,9,0
980,"Douglas Dollman","47 Summer Ridge Point",965-665-5619,0,1
981,"Earvin Ganford","6070 North Drive",235-543-2529,1,0
982,"Archambault Peckham","1 Lakewood Plaza",958-475-8229,2,0
983,"Duncan Lovell","4743 Kinsman Junction",635-178-3411,3,0
984,"Drusilla Oddboy","2561 Vernon Terrace",641-113-4796,4,0
985,"Louisa Gossop","6 Carberry Lane",792-270-6164,5,1
986,"Sigismondo MacCosto","39751 Lawn Junction",642-892-8854,6,1
987,"Babbette Breffitt","88 Leroy Court",658-479-5118,7,1
988,"Fair Warlow","79 Hallows Road",956-259-3196,8,0
989,"Amelina Snazle","217 Leroy Point",120-172-2859,9,0
990,"Angy Muzzlewhite","3700 Linden Way",537-826-7735,0,1
991,"Deloria Redgrave","2 Waxwing Avenue",795-700-3962,1,1
992,"Biddie Pearle","3863 Weeping Birch Alley",981-868-1479,2,1
993,"Ermanno Gibbins","63673 Pennsylvania Parkway",396-825-3187,3,0
994,"Shalna Desport","4 Comanche Pass",627-222-7730,4,1
995,"Beryl Gumn","15208 Ohio Place",173-538-6479,5,0
996,"Huberto Poate","2 Scoville Lane",828-628-6706,6,0
997,"Carlina Dulen","2 Forest Run Center",780-675-7830,7,0
998,"Verney Eccles","9061 Main Point",835-462-8763,8,1
999,"Maggie Simonian","153 Barby Crossing",853-460-0411,9,0
1000,"Ignatius Odell","20270 Lukken Park",890-789-0433,0,0
